id,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,row_id
12187075,367719730,2023-05-25T08:26:13Z,29.95278,-90.05591,0,181.6,355,COL FRANK X ARMIGER,NA,WDI6539,60,0,26,9,2.61,60,A,547
13769109,367458840,2023-05-25T08:26:25Z,25.76846,-80.14585,10.3,116.8,118,OSPREY,NA,WCZ9995,60,0,50,12,0,60,A,599
12173150,367387060,2023-05-25T08:26:34Z,29.60284,-89.8665,0,270.3,511,MISS CAITLIN,NA,WCY8575,60,15,13,2.31,1.56,31,A,547
13776327,215583000,2023-05-25T08:26:38Z,24.81551,-79.72864,10.2,202.1,203,COBIA LNG,IMO9869306,9HA5192,84,0,299,46,9.4,84,A,543
12170981,368063310,2023-05-25T08:26:52Z,29.95515,-90.06213,0,210.8,20,CITY OF NEW ORLEANS,NA,WDK5276,60,15,59,17,2,60,A,550
13779003,257087080,2023-05-25T08:27:10Z,29.73057,-95.27563,0,15.6,164,ORION,IMO9495935,LAIS8,70,5,189,32,10.5,70,A,206
16682935,538007687,2023-05-25T08:27:18Z,26.12256,-80.07303,0,310.1,65,YANGTZE FALCON,IMO9626962,V7DU2,79,1,189,32,9.9,79,A,209
12179001,538007722,2023-05-25T08:27:26Z,29.27815,-94.48594,0,360,50,GENCO MADELEINE,IMO9705976,V7OF6,70,1,200,32,10.5,70,A,208
12177707,366872110,2023-05-25T08:27:33Z,25.76411,-80.14434,0,360,511,HERON,NA,WDB2084,60,0,34,44,9,60,A,544
13779554,636021151,2023-05-25T08:27:58Z,29.61277,-95.00144,0,87.7,88,MSC MUNDRA VIII,IMO9294989,5LCN8,71,5,333,44,12.4,71,A,202
12180370,636016396,2023-05-25T08:28:01Z,29.74183,-95.20448,0.1,156.5,113,NAVIGATOR ATLAS,IMO9661558,D5FZ2,80,5,159,24,9.4,80,A,201
12194211,538009198,2023-05-25T08:28:02Z,29.24422,-94.45355,0,336.1,44,PACIFIC RUBY,IMO9893034,V7A4440,80,1,250,44,10.9,80,A,405
12182656,367136040,2023-05-25T08:28:07Z,29.31087,-94.7896,0,320.3,511,NEW BUCCANEER,NA,WYU8674,60,15,23,9,2.53,30,A,546
12183743,538007474,2023-05-25T08:28:24Z,27.82888,-96.80852,0,139,265,REAL HAPPINESS,IMO9336036,V7JR9,70,1,224,32,14.1,70,A,207
12183104,352001406,2023-05-25T08:28:26Z,26.07453,-80.12084,0,4.7,268,ALANYA-M,IMO9158159,3E2155,70,5,186,30,10.6,70,A,199
13784579,563142600,2023-05-25T08:29:14Z,29.57145,-94.92523,11.3,325,327,GRAMPUS ACE,IMO9584190,9V7576,70,0,180,28,8.7,70,A,416
12185958,367518920,2023-05-25T08:29:40Z,30.01071,-93.9702,0,184,246,AMERICAN PHOENIX,IMO9564578,WDG2754,80,5,188,32,11,80,A,353
12186657,212040000,2023-05-25T08:29:42Z,29.54261,-89.7653,0,339.7,337,UBC TILBURY,IMO9416721,5BXL2,70,1,182,28,10.8,77,A,207
12186031,636021073,2023-05-25T08:29:45Z,29.22441,-94.67089,0,175.7,59,PROGRESS,IMO9611577,5LCD4,70,1,177,28,6,70,A,203
13791691,566646000,2023-05-25T08:30:31Z,30.21793,-93.25007,0,155.2,269,STRATEGIC FORTITUDE,IMO9753387,9V5012,70,5,179,31.82,8.93,70,A,201
12190169,538007356,2023-05-25T08:30:38Z,29.31878,-94.5999,0,330,46,OWL 2,IMO9439307,V7KV5,80,1,129,20,6,80,A,205
16681886,370361000,2023-05-25T08:30:43Z,25.22839,-94.91978,11.5,305.1,302,HAGEN,IMO9516868,3ESM8,70,0,147,23,8.2,80,A,105
12213358,367543570,2023-05-25T08:31:35Z,29.68524,-91.29705,0.1,116.6,511,FOURCHON RUNNER,IMO8973538,WDG5125,60,8,31,7,2.52,60,A,527
12201161,367366390,2023-05-25T08:31:38Z,29.13608,-90.20367,0,224.6,511,MISS LINDA LEE,IMO9556222,WDE5415,60,0,47,8,3.03,60,A,118
12196160,368014310,2023-05-25T08:31:38Z,27.97653,-82.82489,0,360,511,STARSHIP IV,NA,WDJ8221,60,0,22,4,2.5,60,A,547
12220355,538009441,2023-05-25T08:32:50Z,23.74748,-81.7585,11.7,269,266,CELSIUS PORTSMOUTH,IMO9884837,V7A4748,80,0,183,32,8.6,80,A,314
12202717,368112000,2023-05-25T08:33:12Z,29.34031,-92.69073,0.2,360,511,ADRI LAB,IMO8739023,WDF2836,60,15,49,9,3.19,60,A,527
12206387,566690000,2023-05-25T08:33:19Z,27.77132,-96.52021,0.1,117.9,293,EAGLE SAN PEDRO,IMO9594858,9V9334,80,3,274,49,17.2,80,A,549
12206147,538008309,2023-05-25T08:33:25Z,27.08167,-96.00608,9.4,349.9,352,FRONT NAUSTA,IMO9845714,V7A2222,89,0,333,60,10.8,89,A,492
16685687,248680000,2023-05-25T08:33:57Z,29.92373,-90.21206,12.4,123.3,106,ROJEN,IMO9754927,9HA4756,70,0,185,30,7.2,70,A,233
12221861,371823000,2023-05-25T08:34:13Z,29.31212,-94.54292,0,294.7,55,AZALEA GALAXY,IMO9343778,3EEV4,80,0,147,24,9.5,80,A,477
12208967,367134000,2023-05-25T08:35:00Z,26.09458,-79.95937,0.1,269,211,OVERSEAS LOS ANGELES,IMO9353539,WABS,80,0,183,32,12.2,80,A,555
12229962,563759000,2023-05-25T08:35:03Z,29.51328,-93.70322,12,133.2,133,EAGLE KANGAR,IMO9417024,9V8472,80,0,244,42,9.5,80,A,309
12232005,636013521,2023-05-25T08:35:58Z,25.16837,-96.02348,12.6,28,29,APL MINNESOTA,IMO9350018,A8NM5,70,0,293,40,14,74,A,139
16688768,249086000,2023-05-25T08:36:20Z,29.74644,-95.28495,0,228.2,333,SCOT BREMEN,IMO9260835,9HA4091,80,8,116,18,7.4,80,A,578
12220725,636010915,2023-05-25T08:36:31Z,27.82222,-96.90787,0,343,247,STOLT SPAN,IMO9149524,ELVQ7,80,1,162,23,10.1,82,A,209
12222485,538004326,2023-05-25T08:36:35Z,24.99042,-79.62545,11.3,184.8,187,AQUILA,IMO9594573,V7WK9,70,0,189,32,12.8,70,A,473
12229002,369390000,2023-05-25T08:38:44Z,29.68308,-94.98161,2.5,323.1,298,MAERSK TENNESSEE,IMO9314210,KRIJ,71,0,292,33,11.3,71,A,339
12233679,305291000,2023-05-25T08:38:53Z,26.09527,-80.12343,0,268,268,K-BREEZE,IMO9389423,V2DP4,70,5,139,22,7.4,70,A,210
13831371,538009599,2023-05-25T08:38:57Z,29.4108,-93.62499,0,350.1,89,AVANCE POLARIS,IMO9901984,V7A4941,80,1,229,37,7.9,80,A,203
13834880,241770000,2023-05-25T08:39:38Z,29.35952,-93.71546,0,172.5,94,ATLANTIC,IMO9912139,SVDL8,80,1,274,48,9.6,80,A,199
12252719,636021192,2023-05-25T08:39:43Z,27.87591,-79.95466,11.2,131,137,BULK MANARA,IMO9478951,5LCS7,70,0,190,32,11.8,70,A,344
13835450,636020277,2023-05-25T08:39:47Z,29.29365,-94.55416,0.1,340,70,ELKA DELOS,IMO9259290,D5YM5,89,1,183,32,10.3,89,A,208
13834205,367598990,2023-05-25T08:39:49Z,29.69155,-91.09835,0,221.8,511,MISS ALLIE,NA,WDH2572,60,0,29,7,2.47,60,A,556
12249743,538005585,2023-05-25T08:40:00Z,29.19537,-94.62272,0,169,48,UACC MIRDIF,IMO9402794,V7FE5,80,1,182,32,12.6,80,A,206
12258560,366518000,2023-05-25T08:40:36Z,29.13088,-90.20077,0,104.5,163,ODYSSEA PHOENIX,IMO9668154,WOYY,70,0,93,19,5.8,70,A,375
12246309,563326000,2023-05-25T08:41:13Z,27.34328,-96.84142,0,320.3,237,EAGLE KINABALU,IMO9422196,9V8779,80,1,243,42,14.6,80,A,492
12245355,564329000,2023-05-25T08:41:23Z,30.01245,-93.96568,0,164.6,76,EAGLE KLANG,IMO9417892,9V8640,80,5,243,42,14.6,80,A,212
13846242,241452000,2023-05-25T08:41:39Z,26.59081,-89.24554,17.8,291.3,288,MARAN GAS OLYMPIAS,IMO9732371,SVCL4,80,0,21.05,21.05,21.05,80,A,1
12257684,319963000,2023-05-25T08:42:26Z,29.181,-94.40271,12.7,303.8,305,STOLT ISLAND,IMO9414058,ZCXG7,80,0,182,32,11.9,82,A,289
12251305,372172000,2023-05-25T08:42:46Z,29.2522,-94.48648,0,137,53,GRAND ACE5,IMO9375317,3EIG9,80,1,183,32,12.2,80,A,404
12251071,563051800,2023-05-25T08:43:05Z,29.95394,-80.40564,11.8,89.8,86,MONTE VERDE,IMO9283239,9V7575,70,0,272,40,10,70,A,431
13855585,248392000,2023-05-25T08:43:39Z,28.41193,-80.62614,0,196.6,90,MSC SEASIDE,IMO9745366,9HA4638,60,5,323,44,8.5,69,A,464
12263848,215583000,2023-05-25T08:43:59Z,24.77054,-79.75117,10.2,206.4,208,COBIA LNG,IMO9869306,9HA5192,84,0,299,46,9.4,84,A,558
12281472,368199000,2023-05-25T08:44:46Z,26.13423,-80.07226,0,108.6,352,AMERICAN PRIDE,IMO9763863,KAPD,80,1,21.05,21.05,21.05,80,A,210
13867040,367362520,2023-05-25T08:45:41Z,29.40666,-88.90856,1.9,237.7,9,CANDY LAND,IMO9407184,WDE5133,60,0,51,9,3.24,90,A,589
16705115,367477280,2023-05-25T08:45:50Z,29.09607,-88.97564,12,39.7,511,HERO,IMO8964147,WDH2114,60,0,47,9,2.3,60,A,554
13870049,566996000,2023-05-25T08:46:10Z,28.12595,-92.79346,12.3,323.4,324,CLIPPER I-STAR,IMO9660085,9V7495,70,0,199,32,13,90,A,37
12276865,368227830,2023-05-25T08:46:36Z,29.34937,-93.47743,8.7,10.8,18,BUNNY BORDELON,IMO9260756,WDM6737,70,0,39,11,0,70,A,284
12282229,228075700,2023-05-25T08:47:55Z,27.82093,-97.20659,0,167.6,98,ANNE,IMO9722936,FIYQ,80,5,333,59.2,15.77,89,A,209
12278691,368189190,2023-05-25T08:48:30Z,28.92423,-89.92261,8.6,136,136,DUKE,IMO9264623,WDM2550,70,0,0,0,3.9,70,A,503
12310514,352001189,2023-05-25T08:48:34Z,29.9547,-90.30318,0,92.3,211,EARTH HARMONY,IMO9832470,3E3449,70,1,180,30,9.5,70,A,203
12292537,367651670,2023-05-25T08:48:34Z,29.25498,-89.43832,0,360,511,BROOKE ELIZABETH,NA,WDH7788,60,15,14,2.49,1.61,0,A,613
12312848,538009441,2023-05-25T08:49:09Z,23.74478,-81.81773,12,266.4,266,CELSIUS PORTSMOUTH,IMO9884837,V7A4748,80,0,183,32,8.6,80,A,326
13894731,368253470,2023-05-25T08:50:26Z,29.9633,-90.28409,0,342,249,HOS RUNNING BUCK,IMO9645633,WDM9526,79,1,92,20,4,79,A,210
12305882,538005148,2023-05-25T08:51:08Z,29.72188,-95.23768,0,160.3,55,TOMORROW,IMO9679282,V7BI7,70,5,189,32,12.7,70,A,216
16715385,319499000,2023-05-25T08:51:42Z,29.32586,-94.57536,0,316.6,67,STOLT INSPIRATION,IMO9102083,ZCSP8,80,1,176,31,11.9,85,A,213
12304631,245021000,2023-05-25T08:51:51Z,28.88563,-89.3394,0.1,85.5,64,FAIRLANE,IMO9153654,PBFW,70,1,110,20,7.7,70,A,205
12336239,367021170,2023-05-25T08:52:50Z,28.94756,-89.51991,0.8,161.1,511,RAYMOND M,IMO8998162,WDC4224,60,0,44,8,2.4,60,A,421
13914511,367151450,2023-05-25T08:52:56Z,29.3287,-94.77332,0,2.8,511,RAY STOKER; JR,IMO9158719,WDJ3395,60,5,80,19,5.05,60,A,200
13923026,563142600,2023-05-25T08:54:45Z,29.63734,-94.964340000000007,11.1,341.3,343,GRAMPUS ACE,IMO9584190,9V7576,70,0,180,28,8.7,70,A,438
12322429,311000808,2023-05-25T08:55:34Z,24.29571,-81.41377,8.3,250.9,252,ALGOMA INTEGRITY,IMO9405162,C6DX4,70,0,197,32,11.6,70,A,437
13930109,563136900,2023-05-25T08:56:19Z,29.24442,-94.47039,0,147,47,CLEAROCEAN HICKORY,IMO9916616,9V7209,80,1,183,32,8.3,80,A,250
12331049,538004326,2023-05-25T08:56:45Z,24.9264,-79.63125,11.6,184.3,187,AQUILA,IMO9594573,V7WK9,70,0,189,32,12.8,70,A,490
12330553,367460420,2023-05-25T08:57:19Z,29.54722,-95.04194,0,345.5,511,BAREFOOT BABE,NA,WDF5190,60,15,13,4,1.74,60,B,108
12328475,636017828,2023-05-25T08:57:32Z,29.73651,-95.1288,0,326.5,4,STOLT KIRI,IMO9266231,D5MW8,80,5,145,24,9.6,82,A,503
12335905,538007204,2023-05-25T08:58:19Z,29.74717,-95.09792,0,171,139,GWEN,IMO9407067,V7LP6,80,5,144,24,9.6,89,A,208
12342909,636022111,2023-05-25T08:58:36Z,29.79005,-88.39277,12.2,194,190,MSC KALAMATA VII,IMO9244946,5LHF8,71,0,304,40,13.3,71,A,399
12333422,538005167,2023-05-25T08:58:50Z,29.37025,-94.88938,0.1,120.2,357,NAVE PULSAR,IMO9379313,V7BM3,80,5,183,32,13.3,80,A,196
12343420,538008309,2023-05-25T09:00:14Z,27.15063,-96.01948,9.2,350.4,352,FRONT NAUSTA,IMO9845714,V7A2222,89,0,333,60,10.8,89,A,515
12353765,636091186,2023-05-25T09:00:29Z,28.93899,-95.31855,0,268.9,217,HAMBURG STAR,IMO9298325,A8KJ3,80,5,228,32,14.4,80,A,191
16729267,215583000,2023-05-25T09:01:08Z,24.72764,-79.7775,10.3,209.7,210,COBIA LNG,IMO9869306,9HA5192,84,0,299,46,9.4,84,A,573
12344286,371823000,2023-05-25T09:01:12Z,29.31241,-94.54308,0,324.4,66,AZALEA GALAXY,IMO9343778,3EEV4,80,0,147,24,9.5,80,A,501
12365456,368014310,2023-05-25T09:01:18Z,27.97653,-82.82488,0,360,511,STARSHIP IV,NA,WDJ8221,60,0,22,4,2.5,60,A,573
12370549,248680000,2023-05-25T09:02:26Z,29.92752,-90.13872,13.6,179.2,177,ROJEN,IMO9754927,9HA4756,70,0,185,30,7.2,70,A,259
12359609,205776000,2023-05-25T09:04:27Z,25.95847,-97.37879,0,130.2,249,LA LUNA,IMO9846079,ONKC,70,5,200,32,11.8,70,A,155
12361946,367677560,2023-05-25T09:04:36Z,30.33929,-88.50893,0,136.2,14,BAY STATE,IMO9698018,WBYQ,80,5,186,33.07,9.24,80,A,212
12367670,538009441,2023-05-25T09:05:09Z,23.74162,-81.87554,12,266.3,267,CELSIUS PORTSMOUTH,IMO9884837,V7A4748,80,0,183,32,8.6,80,A,337
12387442,636013521,2023-05-25T09:05:57Z,25.26088,-95.9684,12.5,28,29,APL MINNESOTA,IMO9350018,A8NM5,70,0,293,40,14,74,A,163
12367143,636021192,2023-05-25T09:06:04Z,27.82035,-79.88692,11,129,137,BULK MANARA,IMO9478951,5LCS7,70,0,190,32,11.8,70,A,367
16743822,367745620,2023-05-25T09:06:36Z,29.32265,-93.18445,0,118.6,511,MISS COLETTE,IMO8977780,WDI9137,60,8,41,8,2,67,A,458
12387483,367345040,2023-05-25T09:06:52Z,29.61468,-94.97423,17.3,260.6,511,SUN FIGHTER,NA,WYB6722,60,8,18,5,1.98,5,A,564
16739173,367652660,2023-05-25T09:06:53Z,29.73743,-93.88243,0,0,511,FOUR C'S,NA,WDH7891,60,0,22,5,2.08,60,A,584
12375362,319963000,2023-05-25T09:06:55Z,29.22557,-94.47908,10.8,305,308,STOLT ISLAND,IMO9414058,ZCXG7,80,0,182,32,11.9,82,A,311
12373741,367136040,2023-05-25T09:06:57Z,29.31087,-94.78961,0,320.3,511,NEW BUCCANEER,NA,WYU8674,60,15,23,9,2.53,30,A,580
12385406,563759000,2023-05-25T09:07:01Z,29.43222,-93.66749,8.9,172.7,167,EAGLE KANGAR,IMO9417024,9V8472,80,0,244,42,9.5,80,A,337
14039838,319106900,2023-05-25T09:08:31Z,29.99229,-90.43934,0,92.7,273,STOLT INTEGRITY,IMO9680097,ZGEY2,80,5,21.05,21.05,21.05,80,A,384
14046322,367543570,2023-05-25T09:09:16Z,29.68522,-91.29712,0,149.2,511,FOURCHON RUNNER,IMO8973538,WDG5125,60,8,31,7,2.52,60,A,560
12393354,566690000,2023-05-25T09:09:37Z,27.77124,-96.52049,0,102.8,291,EAGLE SAN PEDRO,IMO9594858,9V9334,80,3,274,49,17.2,80,A,580
12388857,367419770,2023-05-25T09:09:44Z,29.33258,-91.86907,0,51.7,511,MS JANE,IMO8978150,WDE9656,60,0,29,7,2.47,70,A,555
12390003,636021151,2023-05-25T09:09:58Z,29.61277,-95.00144,0,87.7,88,MSC MUNDRA VIII,IMO9294989,5LCN8,71,5,333,44,12.4,71,A,215
12394845,248895000,2023-05-25T09:10:00Z,29.25606,-94.46991,0,162.7,51,ALYARMOUK,IMO9356438,9HWI9,89,1,249,44,8,89,A,213
12404511,367134000,2023-05-25T09:10:30Z,26.0961,-79.95261,1,189.8,205,OVERSEAS LOS ANGELES,IMO9353539,WABS,80,0,183,32,12.2,80,A,586
12409541,369390000,2023-05-25T09:10:35Z,29.68156,-95.00616,0.4,124.5,36,MAERSK TENNESSEE,IMO9314210,KRIJ,71,0,292,33,11.3,71,A,367
12418118,354543000,2023-05-25T09:11:24Z,25.80397,-80.25605,0,271.8,310,BETTY K VI,IMO8801216,HP5720,70,0,61,12,3.9,70,A,585
12402466,367053620,2023-05-25T09:11:50Z,29.60304,-89.86675,0.1,264,511,MISS EFFIE,NA,WYR3654,60,0,13,4,1.74,30,A,581
12403830,366518000,2023-05-25T09:12:16Z,29.13224,-90.20035,0,117,161,ODYSSEA PHOENIX,IMO9668154,WOYY,70,0,93,19,5.8,70,A,402
12408644,477176300,2023-05-25T09:12:21Z,29.88984,-89.90789,0,26.9,351,DARYA NOOR,IMO9520912,VRRW2,70,1,190,32,9.2,70,A,225
12406325,368295110,2023-05-25T09:12:47Z,29.14263,-90.2144,0,255.3,337,HOS ROSEHILL,IMO1323240,WRN6010,70,0,87,18,4.4,70,A,522
12405877,367192710,2023-05-25T09:12:50Z,29.28514,-89.36006,0,67.5,511,BAR PILOT,NA,WDD7896,60,15,15,5,1.9,50,A,597
12408891,370361000,2023-05-25T09:13:14Z,25.30671,-95.04295,11.5,305,302,HAGEN,IMO9516868,3ESM8,70,0,147,23,8.2,80,A,123
14070629,366957490,2023-05-25T09:14:00Z,29.28539,-89.36022,0,315.3,511,WILLIAM H JOHNSON,NA,WDB8368,60,15,15,5,1.9,50,A,588
12415151,671830000,2023-05-25T09:14:31Z,25.79633,-80.2454,0,360,511,SLINGSHOT,IMO8126549,5VEO6,70,5,63,9,4.5,70,A,201
12416560,355967000,2023-05-25T09:15:38Z,29.654419999999998,-91.10174,0,352.2,200,GAS INSPIRATION,IMO9333137,3EFX8,80,5,99,17,6,99,A,222
12419871,563061100,2023-05-25T09:15:50Z,30.1764,-91.00684,0.1,150,326,CHEMICAL ENTERPRISE,IMO9827475,9V5702,82,5,136,22,5.5,82,A,305
12425589,367140970,2023-05-25T09:16:59Z,29.8039,-93.34919,0,258.1,267,CAMERON NO II,NA,WDD4160,60,0,62,15,4.16,69,A,591
16755068,367181550,2023-05-25T09:17:20Z,29.85452,-89.98137,0,277.7,511,BELLE CHASSE II,NA,WDD7069,60,0,41,16,3.73,60,A,589
12437879,538004326,2023-05-25T09:17:26Z,24.86411,-79.65245,11.5,209.5,210,AQUILA,IMO9594573,V7WK9,70,0,189,32,12.8,70,A,506
12428699,368269780,2023-05-25T09:17:39Z,29.25761,-89.35589,0,274.7,315,GO GLORY,IMO8998112,WDN3240,70,0,43,12,3,70,A,593
12445115,636021410,2023-05-25T09:18:05Z,29.29886,-94.5433,0,290,65,STOLT HALCON,IMO9376658,5LDV3,80,1,124,20,8.8,80,A,213
12454572,367102000,2023-05-25T09:18:06Z,29.21766,-87.46291,13.9,118.8,120,GARDEN STATE,IMO9698006,KGSG,80,0,186,32,11.6,89,A,348
16755569,636019738,2023-05-25T09:18:19Z,27.82252,-97.19159,0,137.8,16,HUNTER,IMO9896414,D5VX6,80,5,330,60,10.7,80,A,210
12445314,366983730,2023-05-25T09:18:23Z,29.25722,-89.35538,0.1,258.4,511,MR LLOYD,IMO8988480,WDH6207,60,15,50,9,3.22,60,A,584
12451283,563142600,2023-05-25T09:18:35Z,29.6983,-94.99745,10,302.9,297,GRAMPUS ACE,IMO9584190,9V7576,70,0,180,28,8.7,70,A,459
12434018,215583000,2023-05-25T09:18:39Z,24.68459,-79.80611,10.3,222,220,COBIA LNG,IMO9869306,9HA5192,84,0,299,46,9.4,84,A,588
12452881,367090270,2023-05-25T09:18:45Z,29.87419,-90.07221,0,360,511,TITUS,NA,WCV9471,60,0,31,7,2.52,99,A,587
12438305,366508000,2023-05-25T09:19:13Z,26.09122,-80.12306,0,268.9,87,OVERSEAS MARTINEZ,IMO9353589,WPAJ,80,5,183,32,12.2,80,A,252
12447928,367090310,2023-05-25T09:19:54Z,29.45784,-89.25742,13.4,40.6,511,SUN OF MAN,NA,WDC8620,60,0,33,7,2.57,67,A,594
12445820,538009441,2023-05-25T09:20:00Z,23.73876,-81.92882,11.8,266.7,267,CELSIUS PORTSMOUTH,IMO9884837,V7A4748,80,0,183,32,8.6,80,A,349
12466882,367570970,2023-05-25T09:20:43Z,28.9324,-89.40754,0.2,193.5,511,MISSISSIPPI DELTA,NA,WDG7800,60,0,15,2.67,1.65,50,A,605
14121677,305291000,2023-05-25T09:20:52Z,26.09527,-80.12343,0,268,268,K-BREEZE,IMO9389423,V2DP4,70,5,139,22,7.4,70,A,224
12447827,367106880,2023-05-25T09:20:52Z,29.90115,-90.08111,0,255.5,343,NEW ROADS,IMO7527980,WDC9803,60,15,45,20,1.5,60,A,595
12449871,368045410,2023-05-25T09:20:59Z,27.84007,-97.06946,0,154.1,511,JOSEPH F WEBER,IMO1012865430,WDK3453,60,0,46,16,3.3,60,A,594
14125389,636017514,2023-05-25T09:21:41Z,32.12547,-81.13612,0,280.1,337,MSC CORNELIA,IMO9426817,A8VA3,74,5,294,32,10.7,74,A,535
16762067,367188610,2023-05-25T09:21:46Z,27.94185,-82.44899,0,0,511,STARSHIP II,NA,WDD7601,60,0,35,7,2.62,60,A,592
12473282,563128800,2023-05-25T09:21:49Z,29.15279,-94.51295,0,113.6,62,MARITIME GRACIOUS,IMO9853527,9V6710,80,1,183,35,7.8,80,A,221
12460132,367761740,2023-05-25T09:21:50Z,29.80444,-93.9554,0,360,511,GENERAL PATTON,NA,WDJ2788,70,15,21.05,21.05,21.05,33,A,593
16761529,338196024,2023-05-25T09:21:54Z,25.99125,-80.1201,0,360,511,GRAND PRINCESS,NA,WDH7485,69,0,39,12,2.5,69,A,587
12452469,636016396,2023-05-25T09:22:01Z,29.74185,-95.20447,0.1,106.5,113,NAVIGATOR ATLAS,IMO9661558,D5FZ2,80,5,159,24,9.4,80,A,219
12477606,367767480,2023-05-25T09:22:04Z,29.79499,-93.32482,0,222.5,511,HOLT T,IMO8978203,WDJ3382,60,0,29,7,2.47,60,A,594
12480621,367740670,2023-05-25T09:22:14Z,27.84382,-97.07022,0,224.3,511,CHARLES W. HEALD,NA,WDI8644,60,0,21.05,21.05,21.05,60,A,593
12478879,367458840,2023-05-25T09:23:15Z,25.77182,-80.15135,0,360,295,OSPREY,NA,WCZ9995,60,0,50,12,0,60,A,653
12483481,367640910,2023-05-25T09:23:15Z,29.69104,-91.09841,0.06,360,511,MASON G,IMO9773076,WDH6713,60,0,48,9,2.5,40,A,595
14134182,636021073,2023-05-25T09:23:46Z,29.22452,-94.67094,0,175.7,68,PROGRESS,IMO9611577,5LCD4,70,1,177,28,6,70,A,221
12470681,257087080,2023-05-25T09:24:09Z,29.73065,-95.2756,0,15.6,164,ORION,IMO9495935,LAIS8,70,5,189,32,10.5,70,A,225
16764649,249086000,2023-05-25T09:24:13Z,29.74643,-95.2849,0,228.2,332,SCOT BREMEN,IMO9260835,9HA4091,80,8,116,18,7.4,80,A,622
12463407,367387060,2023-05-25T09:24:14Z,29.60285,-89.86643,0.1,255.7,511,MISS CAITLIN,NA,WCY8575,60,15,13,2.31,1.56,31,A,597
12467201,538007687,2023-05-25T09:24:18Z,26.12308,-80.07306,0,148,87,YANGTZE FALCON,IMO9626962,V7DU2,79,1,189,32,9.9,79,A,228
16763099,368063310,2023-05-25T09:24:21Z,29.95513,-90.06213,0,179.2,19,CITY OF NEW ORLEANS,NA,WDK5276,60,15,59,17,2,60,A,600
12469030,367719730,2023-05-25T09:24:23Z,29.95279,-90.05591,0,148.4,353,COL FRANK X ARMIGER,NA,WDI6539,60,0,26,9,2.61,60,A,597
12488390,366872110,2023-05-25T09:24:33Z,25.76409,-80.14433,0,360,511,HERON,NA,WDB2084,60,0,34,44,9,60,A,594
12469120,538007356,2023-05-25T09:24:38Z,29.31898,-94.59998,0,325,56,OWL 2,IMO9439307,V7KV5,80,1,129,20,6,80,A,223
14142046,367598990,2023-05-25T09:25:10Z,29.69149,-91.09837,0,253.3,511,MISS ALLIE,NA,WDH2572,60,0,29,7,2.47,60,A,595
12476160,367647000,2023-05-25T09:25:14Z,29.77296,-93.34723,0,225.8,120,CAPT. ELLIOT MCCALL,IMO9744453,WDM5094,61,5,64,11,2,60,A,373
12497835,352001406,2023-05-25T09:25:23Z,26.07458,-80.12085,0,4.7,268,ALANYA-M,IMO9158159,3E2155,70,5,186,30,10.6,70,A,217
12502222,212040000,2023-05-25T09:26:42Z,29.54272,-89.76519,0,41.8,335,UBC TILBURY,IMO9416721,5BXL2,70,1,182,28,10.8,77,A,226
12477854,368227830,2023-05-25T09:27:26Z,29.4443,-93.44657,8.5,16.2,26,BUNNY BORDELON,IMO9260756,WDM6737,70,0,39,11,0,70,A,316
12479658,636010915,2023-05-25T09:27:26Z,27.82224,-96.90784,0,343,249,STOLT SPAN,IMO9149524,ELVQ7,80,1,162,23,10.1,82,A,225
12479665,538008309,2023-05-25T09:27:35Z,27.21909,-96.03574,9.1,347.9,349,FRONT NAUSTA,IMO9845714,V7A2222,89,0,333,60,10.8,89,A,538
12509344,371823000,2023-05-25T09:27:52Z,29.31244,-94.54308,0,283.5,70,AZALEA GALAXY,IMO9343778,3EEV4,80,0,147,24,9.5,80,A,524
16769042,564329000,2023-05-25T09:29:21Z,30.01246,-93.96566,0,164.6,76,EAGLE KLANG,IMO9417892,9V8640,80,5,243,42,14.6,80,A,228
12485146,563051800,2023-05-25T09:29:46Z,29.95605,-80.23157,11.1,89.8,93,MONTE VERDE,IMO9283239,9V7575,70,0,272,40,10,70,A,467
12508264,368112000,2023-05-25T09:30:23Z,29.34032,-92.69079,0.2,360,511,ADRI LAB,IMO8739023,WDF2836,60,15,49,9,3.19,60,A,575
12522325,538007722,2023-05-25T09:30:26Z,29.27852,-94.48627,0,360,66,GENCO MADELEINE,IMO9705976,V7OF6,70,1,200,32,10.5,70,A,229
16770845,309587000,2023-05-25T09:30:37Z,27.63309,-82.55975,0,252.3,268,PINE ARROW,IMO9107306,C6NZ3,70,5,189,31,12.8,70,A,218
14160990,319093800,2023-05-25T09:30:45Z,29.91103,-90.08868,0,207.2,251,STOLT PRIDE,IMO9680073,ZGEX9,80,5,185,32.89,9.2,81,A,190
12511126,367366390,2023-05-25T09:31:19Z,29.13609,-90.20368,0,224.6,511,MISS LINDA LEE,IMO9556222,WDE5415,60,0,47,8,3.03,60,A,141
12504536,368014310,2023-05-25T09:31:27Z,27.97652,-82.82488,0,360,511,STARSHIP IV,NA,WDJ8221,60,0,22,4,2.5,60,A,599
12500124,248680000,2023-05-25T09:31:55Z,29.94741,-90.059,13,345.9,345,ROJEN,IMO9754927,9HA4756,70,0,185,30,7.2,70,A,285
